"filename", "language", "XMake", "C++", "Python", "Markdown", "JSON", "GLSL", "comment", "blank", "total"
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\config\case19\topdie_insts.json", "JSON", 0, 0, 0, 0, 114, 0, 0, 0, 114
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\config\case19\topdies.json", "JSON", 0, 0, 0, 0, 118, 0, 0, 0, 118
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\config\case1\01_ports.json", "JSON", 0, 0, 0, 0, 150, 0, 0, 0, 150
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\config\case1\config.json", "JSON", 0, 0, 0, 0, 9, 0, 0, 0, 9
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\config\case1\connections.json", "JSON", 0, 0, 0, 0, 284, 0, 0, 0, 284
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\config\case1\external_ports.json", "JSON", 0, 0, 0, 0, 666, 0, 0, 0, 666
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\config\case1\interposer.json", "JSON", 0, 0, 0, 0, 2, 0, 0, 1, 3
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\config\case1\reigster_adder.json", "JSON", 0, 0, 0, 0, 2, 0, 0, 1, 3
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\config\case1\topdie_insts.json", "JSON", 0, 0, 0, 0, 18, 0, 0, 0, 18
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\config\case1\topdies.json", "JSON", 0, 0, 0, 0, 118, 0, 0, 0, 118
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\config\case20\01_ports.json", "JSON", 0, 0, 0, 0, 150, 0, 0, 0, 150
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\config\case20\config.json", "JSON", 0, 0, 0, 0, 9, 0, 0, 0, 9
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\config\case20\connections.json", "JSON", 0, 0, 0, 0, 4258, 0, 0, 0, 4258
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\config\case20\external_ports.json", "JSON", 0, 0, 0, 0, 666, 0, 0, 0, 666
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\config\case20\interposer.json", "JSON", 0, 0, 0, 0, 1, 0, 0, 0, 1
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\config\case20\reigster_adder.json", "JSON", 0, 0, 0, 0, 1, 0, 0, 0, 1
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\config\case20\topdie_insts.json", "JSON", 0, 0, 0, 0, 114, 0, 0, 0, 114
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\config\case20\topdies.json", "JSON", 0, 0, 0, 0, 118, 0, 0, 0, 118
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\config\case2\01_ports.json", "JSON", 0, 0, 0, 0, 150, 0, 0, 0, 150
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\config\case2\config.json", "JSON", 0, 0, 0, 0, 9, 0, 0, 0, 9
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\config\case2\connections.json", "JSON", 0, 0, 0, 0, 272, 0, 0, 0, 272
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\config\case2\external_ports.json", "JSON", 0, 0, 0, 0, 666, 0, 0, 0, 666
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\config\case2\interposer.json", "JSON", 0, 0, 0, 0, 1, 0, 0, 0, 1
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\config\case2\reigster_adder.json", "JSON", 0, 0, 0, 0, 1, 0, 0, 0, 1
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\config\case2\topdie_insts.json", "JSON", 0, 0, 0, 0, 114, 0, 0, 0, 114
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\config\case2\topdies.json", "JSON", 0, 0, 0, 0, 118, 0, 0, 0, 118
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\config\case3\01_ports.json", "JSON", 0, 0, 0, 0, 150, 0, 0, 0, 150
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\config\case3\config.json", "JSON", 0, 0, 0, 0, 9, 0, 0, 0, 9
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\config\case3\connections.json", "JSON", 0, 0, 0, 0, 264, 0, 0, 0, 264
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\config\case3\external_ports.json", "JSON", 0, 0, 0, 0, 666, 0, 0, 0, 666
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\config\case3\interposer.json", "JSON", 0, 0, 0, 0, 1, 0, 0, 1, 2
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\config\case3\reigster_adder.json", "JSON", 0, 0, 0, 0, 1, 0, 0, 1, 2
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\config\case3\topdie_insts.json", "JSON", 0, 0, 0, 0, 114, 0, 0, 0, 114
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\config\case3\topdies.json", "JSON", 0, 0, 0, 0, 118, 0, 0, 0, 118
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\config\case4\01_ports.json", "JSON", 0, 0, 0, 0, 150, 0, 0, 0, 150
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\config\case4\config.json", "JSON", 0, 0, 0, 0, 9, 0, 0, 0, 9
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\config\case4\connections.json", "JSON", 0, 0, 0, 0, 2478, 0, 0, 0, 2478
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\config\case4\external_ports.json", "JSON", 0, 0, 0, 0, 666, 0, 0, 0, 666
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\config\case4\interposer.json", "JSON", 0, 0, 0, 0, 1, 0, 0, 0, 1
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\config\case4\reigster_adder.json", "JSON", 0, 0, 0, 0, 1, 0, 0, 0, 1
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\config\case4\topdie_insts.json", "JSON", 0, 0, 0, 0, 114, 0, 0, 0, 114
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\config\case4\topdies.json", "JSON", 0, 0, 0, 0, 116, 0, 0, 0, 116
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\config\case5\01_ports.json", "JSON", 0, 0, 0, 0, 150, 0, 0, 0, 150
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\config\case5\config.json", "JSON", 0, 0, 0, 0, 9, 0, 0, 0, 9
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\config\case5\connections.json", "JSON", 0, 0, 0, 0, 20, 0, 0, 0, 20
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\config\case5\external_ports.json", "JSON", 0, 0, 0, 0, 666, 0, 0, 0, 666
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\config\case5\interposer.json", "JSON", 0, 0, 0, 0, 1, 0, 0, 0, 1
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\config\case5\reigster_adder.json", "JSON", 0, 0, 0, 0, 1, 0, 0, 0, 1
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\config\case5\topdie_insts.json", "JSON", 0, 0, 0, 0, 114, 0, 0, 0, 114
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\config\case5\topdies.json", "JSON", 0, 0, 0, 0, 118, 0, 0, 0, 118
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\config\case6\01_ports.json", "JSON", 0, 0, 0, 0, 150, 0, 0, 0, 150
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\config\case6\config.json", "JSON", 0, 0, 0, 0, 9, 0, 0, 0, 9
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\config\case6\connections.json", "JSON", 0, 0, 0, 0, 438, 0, 0, 0, 438
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\config\case6\external_ports.json", "JSON", 0, 0, 0, 0, 666, 0, 0, 0, 666
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\config\case6\interposer.json", "JSON", 0, 0, 0, 0, 1, 0, 0, 0, 1
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\config\case6\reigster_adder.json", "JSON", 0, 0, 0, 0, 1, 0, 0, 0, 1
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\config\case6\topdie_insts.json", "JSON", 0, 0, 0, 0, 114, 0, 0, 0, 114
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\config\case6\topdies.json", "JSON", 0, 0, 0, 0, 118, 0, 0, 0, 118
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\config\case7\01_ports.json", "JSON", 0, 0, 0, 0, 150, 0, 0, 0, 150
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\config\case7\config.json", "JSON", 0, 0, 0, 0, 9, 0, 0, 0, 9
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\config\case8\01_ports.json", "JSON", 0, 0, 0, 0, 150, 0, 0, 0, 150
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\config\case8\config.json", "JSON", 0, 0, 0, 0, 9, 0, 0, 0, 9
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\config\case9\01_ports.json", "JSON", 0, 0, 0, 0, 150, 0, 0, 0, 150
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\config\case9\config.json", "JSON", 0, 0, 0, 0, 9, 0, 0, 0, 9
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\module_test\test.cc", "C++", 0, 35, 0, 0, 0, 0, 14, 8, 57
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\module_test\test_cob.cc", "C++", 0, 69, 0, 0, 0, 0, 0, 11, 80
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\module_test\test_comparator.cc", "C++", 0, 8, 0, 0, 0, 0, 0, 11, 19
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\module_test\test_config.cc", "C++", 0, 45, 0, 0, 0, 0, 0, 7, 52
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\module_test\test_debug.cc", "C++", 0, 9, 0, 0, 0, 0, 1, 3, 13
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\module_test\test_interposer.cc", "C++", 0, 89, 0, 0, 0, 0, 1, 29, 119
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\module_test\test_placer.cc", "C++", 0, 13, 0, 0, 0, 0, 1, 5, 19
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\module_test\test_router.cc", "C++", 0, 248, 0, 0, 0, 0, 9, 85, 342
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\module_test\test_tob.cc", "C++", 0, 74, 0, 0, 0, 0, 0, 18, 92
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\module_test\test_writer.cc", "C++", 0, 0, 0, 0, 0, 0, 1, 0, 1
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\module_test\utilty.hh", "C++", 0, 26, 0, 0, 0, 0, 0, 4, 30
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\regression_test\compile_catch2.cc", "C++", 0, 2, 0, 0, 0, 0, 0, 1, 3
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\regression_test\incremental_test.cc", "C++", 0, 118, 0, 0, 0, 0, 6, 28, 152
"d:\FDU_files\Tao_group\kiwi\MyKiwi\test\regression_test\test.cc", "C++", 0, 69, 0, 0, 0, 0, 10, 20, 99
"d:\FDU_files\Tao_group\kiwi\MyKiwi\tools\cobmap.cc", "C++", 0, 55, 0, 0, 0, 0, 0, 10, 65
"d:\FDU_files\Tao_group\kiwi\MyKiwi\tools\count_lines.py", "Python", 0, 0, 24, 0, 0, 0, 0, 8, 32
"d:\FDU_files\Tao_group\kiwi\MyKiwi\tools\view2d.cc", "C++", 0, 33, 0, 0, 0, 0, 0, 11, 44
"d:\FDU_files\Tao_group\kiwi\MyKiwi\tools\view3d.cc", "C++", 0, 33, 0, 0, 0, 0, 0, 11, 44
"d:\FDU_files\Tao_group\kiwi\MyKiwi\xmake.lua", "XMake", 97, 0, 0, 0, 0, 0, 80, 12, 189
"Total", "-", 97, 23341, 1790, 1051, 22770, 69, 1165, 6753, 57036
